CyberShake_30, d4.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
CyberShake_30, d4.0, 0.46499999999999997, 0.311, 0.266, 0.266, 0.266, 0.354, 0.266, 0.266, 0.266, 0.266, 0.354, 0.31, 0.266, 0.31, 0.399, 0.266, 0.266, 0.31, 0.266, 0.266, 0.266, 0.31, 0.266, 0.266, 0.4445999999999999, 0.266, 0.266, 0.532, 0.2, 0.333, 0.31, 0.399, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.31, 0.266, 0.333, 0.266, 0.266, 0.31, 0.244, 0.266, 0.266, 0.399, 0.31, 0.266, 0.266, 0.266, 0.31, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.39799999999999996, 0.354, 0.444, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.333, 0.399, 0.266, 0.266, 0.266, 0.266, 0.443, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.3778, 0.266, 0.39799999999999996, 0.266, 0.39799999999999996, 0.266, 0.354, 0.266, 0.266, 0.266, 0.266, 
CyberShake_30, d5.0, 1, 3, 3, 3, 3, 1, 1, 1, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 3, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 2, 1, 1, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 1, 3, 1, 1, 3, 1, 3, 1, 1, 1, 1, 3, 3, 1, 3, 1, 3, 1, 1, 3, 1, 3, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1, 
CyberShake_30, d5.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
CyberShake_30, d5.0, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.26499999999999996, 0.31, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.37599999999999995, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.2, 0.244, 0.177, 0.354, 0.22099999999999997, 0.31, 0.22099999999999997, 0.2, 0.266, 0.266, 0.2, 0.2, 0.2772, 0.26499999999999996, 0.444, 0.266, 0.244, 0.266, 0.333, 0.177, 0.2, 0.266, 0.266, 0.266, 0.266, 0.39899999999999997, 0.177, 0.266, 0.266, 0.266, 0.2, 0.266, 0.266, 0.266, 0.266, 0.266, 0.26499999999999996, 0.266, 0.266, 0.266, 0.2, 0.266, 0.31, 0.266, 0.26499999999999996, 0.266, 0.133, 0.2, 0.266, 0.2, 0.266, 0.354, 0.22099999999999997, 0.26499999999999996, 0.266, 0.266, 0.22099999999999997, 0.266, 0.177, 0.266, 0.244, 0.22099999999999997, 0.2, 0.266, 0.266, 0.266, 0.266, 0.266, 0.266, 0.354, 0.31, 0.266, 0.2, 0.266, 0.2, 0.266, 0.33199999999999996, 0.266, 
CyberShake_30, d6.0, 1, 1, 3, 1, 3, 1, 1, 2, 1, 2, 3, 3, 1, 2, 3, 1, 2, 1, 3, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 1, 3, 3, 1, 1, 1, 3, 1, 3, 2, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 3, 3, 1, 1, 1, 1, 3, 3, 1, 3, 3, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 2, 
CyberShake_30, d6.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
CyberShake_30, d6.0, 0.266, 0.22099999999999997, 0.266, 0.26499999999999996, 0.266, 0.133, 0.133, 0.2572, 0.133, 0.2371, 0.266, 0.2, 0.22099999999999997, 0.266, 0.2, 0.177, 0.2218, 0.133, 0.244, 0.2484, 0.22099999999999997, 0.133, 0.133, 0.2, 0.133, 0.266, 0.133, 0.31, 0.133, 0.2, 0.266, 0.266, 0.133, 0.26499999999999996, 0.266, 0.266, 0.30899999999999994, 0.266, 0.2, 0.266, 0.22099999999999997, 0.133, 0.2, 0.266, 0.244, 0.24159999999999998, 0.133, 0.2, 0.133, 0.266, 0.2, 0.2, 0.133, 0.266, 0.22099999999999997, 0.266, 0.33419999999999994, 0.22099999999999997, 0.177, 0.2682, 0.266, 0.266, 0.177, 0.266, 0.266, 0.266, 0.177, 0.26499999999999996, 0.133, 0.22099999999999997, 0.244, 0.133, 0.2, 0.266, 0.133, 0.22099999999999997, 0.26499999999999996, 0.26199999999999996, 0.133, 0.2, 0.133, 0.26499999999999996, 0.177, 0.133, 0.133, 0.266, 0.266, 0.177, 0.2, 0.244, 0.2, 0.266, 0.2, 0.311, 0.133, 0.266, 0.177, 0.177, 0.3529999999999999, 0.20199999999999996, 
CyberShake_30, d7.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 2, 
CyberShake_30, d7.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
CyberShake_30, d7.0, 0.26499999999999996, 0.133, 0.133, 0.177, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.266, 0.133, 0.133, 0.2, 0.177, 0.133, 0.133, 0.133, 0.177, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.22099999999999997, 0.133, 0.266, 0.133, 0.133, 0.266, 0.2, 0.133, 0.177, 0.133, 0.133, 0.22099999999999997, 0.133, 0.133, 0.2, 0.133, 0.133, 0.133, 0.133, 0.26499999999999996, 0.133, 0.133, 0.288, 0.133, 0.133, 0.133, 0.2, 0.133, 0.21679999999999996, 0.133, 0.133, 0.244, 0.133, 0.133, 0.133, 0.177, 0.18419999999999997, 0.133, 0.22099999999999997, 0.26499999999999996, 0.288, 0.133, 0.133, 0.133, 0.133, 0.177, 0.133, 0.2, 0.133, 0.133, 0.133, 0.2, 0.266, 0.133, 0.177, 0.133, 0.244, 0.133, 0.133, 0.133, 0.2, 0.2506, 0.133, 0.177, 0.133, 0.133, 0.266, 0.133, 0.2, 0.133, 0.26499999999999996, 0.133, 0.133, 0.22099999999999997, 0.2413, 
CyberShake_30, d8.0, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 
CyberShake_30, d8.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
CyberShake_30, d8.0, 0.22099999999999997, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.177, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.266, 0.133, 0.133, 0.133, 0.177, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.177, 0.133, 0.133, 0.177, 0.133, 0.133, 0.133, 0.177, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.22099999999999997, 0.177, 0.26499999999999996, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.133, 0.2, 0.133, 0.2, 0.133, 0.177, 0.133, 0.133, 0.133, 0.133, 
CyberShake_30, d9.0, 1, 3, 3, 1, 3, 1, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1, 1, 3, 1, 1, 3, 3, 3, 1, 1, 1, 1, 1, 3, 3, 1, 1, 2, 1, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 3, 1, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 
CyberShake_30, d9.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
CyberShake_30, d9.0, 0.22199999999999998, 0.134, 0.134, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.134, 0.22199999999999998, 0.134, 0.134, 0.134, 0.178, 0.178, 0.178, 0.134, 0.134, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.178, 0.134, 0.26599999999999996, 0.134, 0.178, 0.134, 0.178, 0.178, 0.178, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.17799999999999996, 0.134, 0.134, 0.22199999999999998, 0.134, 0.134, 0.134, 0.22199999999999998, 0.134, 0.134, 0.134, 0.178, 0.178, 0.134, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.178, 0.33299999999999996, 0.134, 0.134, 0.111, 0.134, 0.134, 0.134, 0.178, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.134, 0.178, 0.178, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.178, 0.26599999999999996, 0.178, 0.178, 0.134, 0.178, 0.134, 0.134, 0.178, 0.134, 
CyberShake_30, d10.0, 1, 3, 3, 1, 3, 1, 3, 1, 3, 1, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 3, 1, 1, 3, 1, 3, 3, 1, 3, 3, 1, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 3, 1, 1, 3, 1, 1, 1, 3, 3, 3, 3, 1, 1, 1, 3, 3, 3, 3, 1, 3, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 
CyberShake_30, d10.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
CyberShake_30, d10.0, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.178, 0.134, 0.178, 0.134, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.111, 0.1619, 0.111, 0.178, 0.134, 0.178, 0.134, 0.134, 0.134, 0.134, 0.134, 0.199, 0.134, 0.134, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.134, 0.178, 0.178, 0.178, 0.134, 0.134, 0.134, 0.178, 0.178, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.134, 0.134, 0.178, 0.134, 0.178, 0.134, 0.178, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.111, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.134, 0.178, 0.134, 0.134, 0.134, 0.289, 0.134, 0.155, 0.134, 0.134, 
CyberShake_50, d1.0, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 
CyberShake_50, d1.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
CyberShake_50, d1.0, 7.581, 7.98, 5.719, 6.65, 5.719, 6.118, 5.32, 8.246, 2.8600000000000003, 7.98, 6.783, 6.118, 9.044, 4.259000000000001, 7.98, 6.916, 4.522, 5.852, 10.108, 7.049, 5.32, 7.182, 6.118, 5.388000000000001, 6.251, 6.916, 5.852, 7.98, 7.448, 3.724, 8.512, 6.916, 7.98, 9.31, 6.384, 5.187, 7.448, 5.586, 5.719, 7.714, 7.714, 6.384, 5.719, 5.453, 7.315, 4.655, 5.852, 5.454000000000001, 5.985, 7.448, 7.847, 6.384, 5.719, 7.98, 6.65, 5.054, 7.847, 8.512, 5.920000000000001, 6.916, 7.182, 5.32, 9.31, 5.985, 5.054, 9.576, 4.788, 7.049, 6.384, 11.438, 7.448, 8.512, 4.256, 5.453, 8.246, 6.517, 8.246, 4.123, 9.842, 6.118, 7.581, 6.65, 5.852, 4.522, 6.783, 8.645, 8.512, 5.985, 6.65, 7.182, 9.044, 5.985, 7.714, 8.512, 6.65, 4.788, 6.65, 6.384, 6.384, 7.448, 
CyberShake_50, d2.0, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 3, 3, 4, 3, 4, 3, 3, 4, 4, 4, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 3, 4, 3, 4, 4, 3, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 4, 4, 3, 1, 4, 4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 
CyberShake_50, d2.0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
